Aggr started. input=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\conv_entities.json, output=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\aggr_entities.json, log=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\logs\aggr.log
===== [Stage 1] 角色判定（并发=10）=====
[role] 广义文化 -> core | ok=True attempts=1 fallback=False
[role] 气从以顺 -> non-core | ok=True attempts=1 fallback=False
[role] 关节功能锻炼理念 -> core | ok=True attempts=1 fallback=False
[role] 气机紊乱 -> core | ok=True attempts=1 fallback=False
[role] 过午不食 -> non-core | ok=True attempts=1 fallback=False
[role] 五荤 -> core | ok=True attempts=1 fallback=False
[role] 仙授理伤续断秘方 -> non-core | ok=True attempts=1 fallback=False
[role] 四大不调 -> core | ok=True attempts=1 fallback=False
[role] 素食 -> core | ok=True attempts=1 fallback=False
[role] 揩齿 -> non-core | ok=True attempts=1 fallback=False
[role] 城邦国家 -> core | ok=True attempts=1 fallback=False
[role] 贵族 -> non-core | ok=True attempts=1 fallback=False
[role] 个人自由 -> non-core | ok=True attempts=1 fallback=False
[role] 功能锻炼 -> non-core | ok=True attempts=1 fallback=False
[role] 家族集体主义 -> core | ok=True attempts=1 fallback=False
[role] 古希腊文化 -> core | ok=True attempts=1 fallback=False
[role] 平民 -> non-core | ok=True attempts=1 fallback=False
[role] 盟约 -> core | ok=True attempts=1 fallback=False
[role] 自由人的联合体 -> core | ok=True attempts=1 fallback=False
[role] 纯知识 -> core | ok=True attempts=1 fallback=False
[role] 理性主义 -> core | ok=True attempts=1 fallback=False
[role] 纯艺术 -> core | ok=True attempts=1 fallback=False
[role] 古希腊罗马文化 -> core | ok=True attempts=1 fallback=False
[role] 牛顿 -> non-core | ok=True attempts=1 fallback=False
[role] 公理 -> core | ok=True attempts=1 fallback=False
[role] 欧几里得《几何原本》 -> core | ok=True attempts=1 fallback=False
[role] 莱布尼茨 -> core | ok=True attempts=1 fallback=False
[role] 实用知识 -> non-core | ok=True attempts=1 fallback=False
[role] 独一真神耶和华 -> core | ok=True attempts=1 fallback=False
[role] 亚里士多德的逻辑学 -> core | ok=True attempts=1 fallback=False
[role] 公元1世纪 -> non-core | ok=True attempts=1 fallback=False
[role] 古希伯来文化 -> core | ok=True attempts=1 fallback=False
[role] 4世纪 -> non-core | ok=True attempts=1 fallback=False
[role] 基督教文化 -> core | ok=True attempts=1 fallback=False
[role] 巴勒斯坦 -> non-core | ok=True attempts=1 fallback=False
[role] 偶像崇拜 -> non-core | ok=True attempts=1 fallback=False
[role] 罗马国教 -> core | ok=True attempts=1 fallback=False
[role] 凡物形象 -> core | ok=True attempts=1 fallback=False
[role] 灵魂 -> core | ok=True attempts=1 fallback=False
[role] 义人 -> non-core | ok=True attempts=1 fallback=False
[role] 天国 -> non-core | ok=True attempts=1 fallback=False
[role] 先知教导 -> non-core | ok=True attempts=1 fallback=False
[role] 美化灵魂 -> non-core | ok=True attempts=1 fallback=False
[role] 自我忏悔 -> core | ok=True attempts=1 fallback=False
[role] 上帝 -> non-core | ok=True attempts=1 fallback=False
[role] 罗马帝国 -> core | ok=True attempts=1 fallback=False
[role] 历代先知 -> non-core | ok=True attempts=1 fallback=False
[role] 西方文化 -> core | ok=True attempts=1 fallback=False
[role] 教会 -> core | ok=True attempts=1 fallback=False
[role] 超验良知 -> core | ok=True attempts=1 fallback=False
[role] 精神权威 -> core | ok=True attempts=1 fallback=False
[role] 欧洲文艺复兴 -> core | ok=True attempts=1 fallback=False
[role] 最后审判 -> core | ok=True attempts=1 fallback=False
[role] 世俗政权 -> core | ok=True attempts=1 fallback=False
[role] 世俗王权 -> core | ok=True attempts=1 fallback=False
[role] 宗教权威 -> core | ok=True attempts=1 fallback=False
[role] 神本主义 -> core | ok=True attempts=1 fallback=False
[role] 人文主义 -> core | ok=True attempts=1 fallback=False
[role] 但丁 -> core | ok=True attempts=1 fallback=False
[role] 启蒙运动 -> core | ok=True attempts=1 fallback=False
[role] 行星运动三大规律 -> core | ok=True attempts=1 fallback=False
[role] 亚里士多德 -> core | ok=True attempts=1 fallback=False
[role] 柏拉图 -> core | ok=True attempts=1 fallback=False
[role] 大航海时代 -> core | ok=True attempts=1 fallback=False
[role] 精密数学体系 -> core | ok=True attempts=1 fallback=False
[role] 法国大革命 -> core | ok=True attempts=1 fallback=False
[role] 日心说 -> core | ok=True attempts=1 fallback=False
[role] 理想主义 -> core | ok=True attempts=1 fallback=False
[role] 现实主义 -> core | ok=True attempts=1 fallback=False
[role] 浪漫主义 -> core | ok=True attempts=1 fallback=False
[role] 科学主义 -> core | ok=True attempts=1 fallback=False
[role] 自由主义 -> core | ok=True attempts=1 fallback=False
[role] 封建制度 -> core | ok=True attempts=1 fallback=False
[role] 技术理性 -> core | ok=True attempts=1 fallback=False
[role] 唯美主义 -> core | ok=True attempts=1 fallback=False
[role] 物质主义 -> core | ok=True attempts=1 fallback=False
[role] 工具理性 -> core | ok=True attempts=1 fallback=False
[role] 实用主义 -> core | ok=True attempts=1 fallback=False
[role] 鸦片战争 -> core | ok=True attempts=1 fallback=False
[role] 功利主义 -> core | ok=True attempts=1 fallback=False
[role] 异化 -> core | ok=True attempts=1 fallback=False
[role] 物化 -> core | ok=True attempts=1 fallback=False
[role] 声光化电 -> non-core | ok=True attempts=1 fallback=False
[role] 欧洲强国 -> non-core | ok=True attempts=1 fallback=False
[role] 两次世界大战 -> non-core | ok=True attempts=1 fallback=False
[role] 中华民族 -> core | ok=True attempts=1 fallback=False
[role] 科学技术 -> core | ok=True attempts=1 fallback=False
[role] 坚船利炮 -> core | ok=True attempts=1 fallback=False
[role] 封建统治阶级 -> core | ok=True attempts=1 fallback=False
[role] 军事学校 -> non-core | ok=True attempts=1 fallback=False
[role] 海军 -> core | ok=True attempts=1 fallback=False
[role] 师夷长技以制夷 -> core | ok=True attempts=1 fallback=False
[role] 近代军事工业 -> core | ok=True attempts=1 fallback=False
[role] 书局 -> non-core | ok=True attempts=1 fallback=False
[role] 政治组织 -> core | ok=True attempts=1 fallback=False
[role] 译馆 -> non-core | ok=True attempts=1 fallback=False
[role] 留学生 -> non-core | ok=True attempts=1 fallback=False
[role] 中国近代化 -> core | ok=True attempts=1 fallback=False
[role] 梁启超 -> core | ok=True attempts=1 fallback=False
[role] 甲午战争 -> core | ok=True attempts=1 fallback=False
[role] 严复 -> non-core | ok=True attempts=1 fallback=False
[role] 明治维新 -> core | ok=True attempts=1 fallback=False
[role] 改良派 -> non-core | ok=True attempts=1 fallback=False
[role] 戊戌变法 -> core | ok=True attempts=1 fallback=False
[role] 文学 -> core | ok=True attempts=1 fallback=False
[role] 民权论 -> core | ok=True attempts=1 fallback=False
[role] 进化论 -> core | ok=True attempts=1 fallback=False
[role] 君主立宪制 -> core | ok=True attempts=1 fallback=False
[role] 黄兴 -> non-core | ok=True attempts=1 fallback=False
[role] 彼得大帝改革 -> core | ok=True attempts=1 fallback=False
[role] 驱逐鞑虏，恢复中华，建立民国，平均地权 -> non-core | ok=True attempts=1 fallback=False
[role] 孙中山 -> core | ok=True attempts=1 fallback=False
[role] 天赋人权 -> core | ok=True attempts=1 fallback=False
[role] 革命党人 -> core | ok=True attempts=1 fallback=False
[role] 民主共和国 -> core | ok=True attempts=1 fallback=False
[role] 康有为 -> core | ok=True attempts=1 fallback=False
[role] 帝国主义 -> core | ok=True attempts=1 fallback=False
[role] 袁世凯复辟 -> non-core | ok=True attempts=1 fallback=False
[role] 矿山 -> non-core | ok=True attempts=1 fallback=False
[role] 民国 -> core | ok=True attempts=1 fallback=False
[role] 邮局 -> non-core | ok=True attempts=1 fallback=False
[role] 辛亥革命 -> core | ok=True attempts=1 fallback=False
[role] 军阀混战 -> non-core | ok=True attempts=1 fallback=False
[role] 议会 -> non-core | ok=True attempts=1 fallback=False
[role] 旧心理 -> non-core | ok=True attempts=1 fallback=False
[role] 全人格的觉悟 -> non-core | ok=True attempts=1 fallback=False
[role] 船炮 -> non-core | ok=True attempts=1 fallback=False
[role] 文化 -> core | ok=True attempts=1 fallback=False
[role] 思想意识 -> core | ok=True attempts=1 fallback=False
[role] 世界观 -> core | ok=True attempts=1 fallback=False
[role] 新制度 -> non-core | ok=True attempts=1 fallback=False
[role] 国民精神 -> core | ok=True attempts=1 fallback=False
[role] 社会文化 -> core | ok=True attempts=1 fallback=False
[role] 新文化运动 -> core | ok=True attempts=1 fallback=False
[role] 陈独秀 -> core | ok=True attempts=1 fallback=False
[role] 反传统 -> core | ok=True attempts=1 fallback=False
[role] 胡适 -> core | ok=True attempts=1 fallback=False
[role] 鲁迅 -> non-core | ok=True attempts=1 fallback=False
[role] 文化层面的变革 -> core | ok=True attempts=1 fallback=False
[role] 反孔教 -> core | ok=True attempts=1 fallback=False
[role] 反文言 -> core | ok=True attempts=1 fallback=False
[role] 民主 -> core | ok=True attempts=1 fallback=False
[role] 思想文化革新 -> core | ok=True attempts=1 fallback=False
[role] 科学 -> core | ok=True attempts=1 fallback=False
[role] 旧道德 -> core | ok=True attempts=1 fallback=False
[role] 国民性 -> core | ok=True attempts=1 fallback=False
[role] 旧文化 -> core | ok=True attempts=1 fallback=False
[role] 现代意识 -> core | ok=True attempts=1 fallback=False
[role] 理性武器 -> non-core | ok=True attempts=1 fallback=False
[role] 旧思想 -> core | ok=True attempts=1 fallback=False
[role] 自由主义者 -> non-core | ok=True attempts=1 fallback=False
[role] 无政府主义者 -> non-core | ok=True attempts=1 fallback=False
[role] 独立人格 -> core | ok=True attempts=1 fallback=False
[role] 君主专制 -> core | ok=True attempts=1 fallback=False
[role] 马克思主义 -> core | ok=True attempts=1 fallback=False
[role] 封建文化 -> core | ok=True attempts=1 fallback=False
[role] 五四时期 -> core | ok=True attempts=1 fallback=False
[role] 早期马克思主义者 -> non-core | ok=True attempts=1 fallback=False
[role] 学衡派 -> core | ok=True attempts=1 fallback=False
[role] 贺麟 -> non-core | ok=True attempts=1 fallback=False
[role] 国粹派 -> core | ok=True attempts=1 fallback=False
[role] 程朱理学 -> core | ok=True attempts=1 fallback=False
[role] 陆王心学 -> core | ok=True attempts=1 fallback=False
[role] 逻辑分析法 -> core | ok=True attempts=1 fallback=False
[role] 新儒家 -> core | ok=True attempts=1 fallback=False
[role] 新黑格尔主义 -> core | ok=True attempts=1 fallback=False
[role] 西方医学 -> core | ok=True attempts=1 fallback=False
[role] 中国传统医学 -> core | ok=True attempts=1 fallback=False
[role] 商品经济 -> core | ok=True attempts=1 fallback=False
[role] 毛泽东 -> core | ok=True attempts=1 fallback=False
[role] 实验观察 -> non-core | ok=True attempts=1 fallback=False
[role] 新文化 -> core | ok=True attempts=1 fallback=False
[role] 市民社会 -> core | ok=True attempts=1 fallback=False
[role] 文艺复兴 -> core | ok=True attempts=1 fallback=False
[role] 感官经验 -> core | ok=True attempts=1 fallback=False
[role] 归纳法 -> core | ok=True attempts=1 fallback=False
[role] 科学方法论 -> core | ok=True attempts=1 fallback=False
[role] 自然科学传统 -> core | ok=True attempts=1 fallback=False
[role] 理想实验 -> core | ok=True attempts=1 fallback=False
[role] 机械规律 -> non-core | ok=True attempts=1 fallback=False
[role] 物理实验研究方法 -> core | ok=True attempts=1 fallback=False
[role] 吸引或排斥力 -> non-core | ok=True attempts=1 fallback=False
[role] 我思故我在 -> non-core | ok=True attempts=1 fallback=False
[role] 系统怀疑的方法 -> core | ok=True attempts=1 fallback=False
[role] 公理化经典力学体系 -> core | ok=True attempts=1 fallback=False
[role] 力的概念 -> core | ok=True attempts=1 fallback=False
[role] 机械论自然观 -> core | ok=True attempts=1 fallback=False
[role] 物理因果关系体系 -> core | ok=True attempts=1 fallback=False
[role] 身心二元论 -> core | ok=True attempts=1 fallback=False
[role] 归纳与演绎 -> core | ok=True attempts=1 fallback=False
[role] 相对论 -> core | ok=True attempts=1 fallback=False
[role] 量子 -> non-core | ok=True attempts=1 fallback=False
[role] 基因 -> core | ok=True attempts=1 fallback=False
[role] 航海 -> non-core | ok=True attempts=1 fallback=False
[role] 量子力学 -> core | ok=True attempts=1 fallback=False
[role] 蒸汽机 -> core | ok=True attempts=1 fallback=False
[role] 大科学 -> core | ok=True attempts=1 fallback=False
[role] 黑洞 -> non-core | ok=True attempts=1 fallback=False
[role] 保护带 -> core | ok=True attempts=1 fallback=False
[role] 证伪主义 -> core | ok=True attempts=1 fallback=False
[role] 系统论 -> core | ok=True attempts=1 fallback=False
[role] 耗散结构论 -> core | ok=True attempts=1 fallback=False
[role] 控制论 -> core | ok=True attempts=1 fallback=False
[role] 科学研究纲领 -> core | ok=True attempts=1 fallback=False
[role] 硬核 -> core | ok=True attempts=1 fallback=False
[role] 范式转换 -> core | ok=True attempts=1 fallback=False
[role] 负反馈调节 -> core | ok=True attempts=1 fallback=False
[role] 清末新政 -> core | ok=True attempts=1 fallback=False
[role] 京师大学堂 -> non-core | ok=True attempts=1 fallback=False
[role] 结构主义 -> core | ok=True attempts=1 fallback=False
[role] 邝荣光 -> non-core | ok=True attempts=1 fallback=False
[role] 中国科学社 -> non-core | ok=True attempts=1 fallback=False
[role] 声学 -> core | ok=True attempts=1 fallback=False
[role] 化学 -> core | ok=True attempts=1 fallback=False
[role] 光学 -> core | ok=True attempts=1 fallback=False
[role] 四部之学 -> core | ok=True attempts=1 fallback=False
[role] 竺可桢 -> non-core | ok=True attempts=1 fallback=False
[role] 工学 -> core | ok=True attempts=1 fallback=False
[role] 算学 -> core | ok=True attempts=1 fallback=False
[role] 《科学》杂志 -> non-core | ok=True attempts=1 fallback=False
[role] 李四光 -> non-core | ok=True attempts=1 fallback=False
[role] 詹天佑 -> non-core | ok=True attempts=1 fallback=False
[role] 侯德榜 -> non-core | ok=True attempts=1 fallback=False
[role] 科学名词审查工作 -> non-core | ok=True attempts=1 fallback=False
[role] 植物学 -> core | ok=True attempts=1 fallback=False
[role] 华罗庚 -> non-core | ok=True attempts=1 fallback=False
[role] 梁漱溟 -> non-core | ok=True attempts=1 fallback=False
[role] 杜亚泉 -> non-core | ok=True attempts=1 fallback=False
[role] 傅斯年 -> non-core | ok=True attempts=1 fallback=False
[role] 梁启超手术事件 -> non-core | ok=True attempts=1 fallback=False
[role] 北洋政府 -> core | ok=True attempts=1 fallback=False
[role] 唐宗海 -> non-core | ok=True attempts=1 fallback=False
[role] 南京国民政府 -> core | ok=True attempts=1 fallback=False
[role] 传习所 -> non-core | ok=True attempts=1 fallback=False
[role] 朱沛文 -> non-core | ok=True attempts=1 fallback=False
[role] 衷中参西 -> core | ok=True attempts=1 fallback=False
[role] 气化 -> core | ok=True attempts=1 fallback=False
[role] 恽铁樵 -> non-core | ok=True attempts=1 fallback=False
[role] 解剖 -> non-core | ok=True attempts=1 fallback=False
[role] 张锡纯 -> non-core | ok=True attempts=1 fallback=False
[role] 废止旧医案 -> non-core | ok=True attempts=1 fallback=False
[role] 余岩 -> non-core | ok=True attempts=1 fallback=False
[role] 中医条例 -> non-core | ok=True attempts=1 fallback=False
[role] 陆渊雷 -> non-core | ok=True attempts=1 fallback=False
